huml,humw,ulnal,ulnaw,feml,femw,tibl,tibw,tarl,tarw,type
0.30032832824184724,0.8109479968674529,0.04947729218801199,0.5887086389368626,0.2480250556855003,0.23733257574228067,-1.569190513507528,0.40834074235941326,-0.022913876994637632,0.41733169703282286,3
0.45170744658088785,0.7933906563679199,0.19510791765589,0.9145575914792119,0.5107387860498568,0.5345450765722151,0.4126269402616937,0.6395694218743642,0.09814601893487901,0.49529680608561333,3
0.28524627586120477,0.7020924857703482,0.002472102042863549,0.7722855136086089,0.31131746491285955,0.33640340935225876,0.2834586988289298,0.4131580065159747,-0.03977579107053463,0.18802255275990948,3
0.24204829867220432,0.4668241230766055,-0.0573526854145981,0.5382249984021323,0.15911429034230487,0.1481688254933002,0.1195449961483386,0.10485310049603976,-0.1491620541782766,0.22012583295811747,3
-0.03445599497290713,0.16483786648463708,-0.29101121242702693,0.060925124255592884,-0.14679902092326508,-0.24811450894661255,-0.2226049657577502,-0.10710652239266542,-0.3177811949372465,0.09171271216528587,3
-0.05084143459632104,0.14376905788519756,-0.31887247058578766,-0.05839984428104193,0.635314321671961,0.5890340350577032,-0.20456915381231297,-0.2179035979935795,-0.4392734476379401,-0.04587277439846207,3
0.28077751960027375,0.5510993574743641,-0.029491427255837466,0.414310607998704,0.261085394097495,0.09367986700781225,0.17497859462769727,0.18192932700102354,-0.08690267912881094,0.3256080393236576,3
0.4157711983159005,0.4598011868767921,0.09238021119322004,0.43725771733267216,0.3811400433462163,0.27696090918627175,0.30122927824575774,0.3023609309150606,-0.055772991604078115,0.40357314837644814,3
0.99708190859202,1.2112553602568064,0.81232879625273,1.162386372286069,1.128090936370687,1.10420236982959,1.2024894104604011,1.1550166866264429,0.9680478425426923,0.6603993899621111,3
1.4960930243959918,2.1242370662325243,1.279987706205916,1.5846131840310849,1.7122899199533768,2.089957164248873,1.4677219390697724,1.9884033857115793,1.705216137399214,1.5638774183973896,3
1.8684893794735828,2.4859182805229048,1.4851012632029272,2.33268894831845,2.1789458578281136,2.293052373149328,2.0777567548713263,2.4412262164283582,2.0485074137136294,1.6968767220756795,3
2.259505552305053,1.9170604483380345,1.4167300775372569,2.3694043232527995,0.9618227819718307,1.8819084136679185,3.1917333750306853,2.354515461610252,2.2296649008367275,0.7612954134421929,3
1.9988281037507396,1.428966382451016,1.2458021133730808,2.2179534016486087,0.7689316300408306,1.7134879965309557,3.0591171107259996,3.101191405877281,1.8742676349293605,1.1786380560188954,3
1.5688965118136609,0.8460626778665191,0.8928358673740568,1.332194981357434,0.37260059130760426,1.540114037713494,2.3960357892025717,1.6849157438482056,1.4907671788954984,0.6007790124511537,3
1.5741100607847471,0.9162920398646514,0.8950579309081913,1.1991017472204182,0.3243778033248542,1.0744811197465962,2.3960357892025717,1.6511948947522757,1.574644392503807,0.19719491853082602,3
1.413979628101383,0.7793447839682934,0.8008766226537302,1.015524872548672,0.14454698980584918,1.1834590367175726,2.68779157067288,2.238901121852776,1.540488207580836,0.2705738446981584,3
1.3141774049405883,0.6494204642717489,0.6779794164196876,1.0247037162822596,0.05613854517080767,0.9456890360536246,2.449082294924446,1.9257789516762798,1.4358578689560393,0.2751600275836165,3
1.1149453549740775,0.5756796341737102,0.5342289985576155,1.020114294415466,-0.11716209914220019,1.094295286468592,2.1308032605932006,1.8968753667369112,1.153961254148736,0.16050545544715983,3
1.1614948993587764,0.6353745918721225,0.5711494388170775,0.93750470081318,-0.017702598927778167,0.8268040357216507,2.263419524897886,1.7330883854138208,1.2123294182576099,0.05960943196707807,3
0.7702925283497669,0.03491354678809254,0.4559439909704229,0.336290436263212,0.2555598663078049,0.7822221605971607,1.7220799340061594,1.8101646119188046,1.3429011631530177,0.19260873564536785,3
0.9158995031851052,0.15079199408501062,0.5400405493391973,0.3638269674639737,0.35552168723038047,0.9209213276511302,1.8196855045344082,2.036576027277194,1.3697072829659818,-0.11007933479487787,3
0.818704054509854,0.23506722848276929,0.4885912321257805,0.48774135786740247,0.4122839272517422,1.267669245286054,1.6799079619572694,1.9065098950500339,1.134937556216955,0.6053651953366118,3
0.8505439428689878,0.5230076126751112,0.4783355542759297,0.4602048266666403,0.34899151802438294,1.2429015368835596,1.6268614562353951,2.253352914322461,1.078298819192788,0.41733169703282286,3
-0.01918774441472589,-0.33379060370210123,-0.17289998918958127,-0.38883821869018487,-0.3371785693134969,-0.14904367533663446,0.26515765435488325,0.576944987839065,0.0012981021912655136,-0.4402845025478731,3
0.11319915981535782,-0.23898096500462282,-0.06709557937195627,-0.3062286250878991,-0.21863088218923638,0.15807590885429804,0.4179315908338812,0.5673104595259422,0.19326450859378516,-0.2981128330986669,3
0.13032939214892703,-0.35134794420163423,-0.05137020666885203,-0.3796593749565976,0.005404153647289215,-0.07969409180964966,0.3301396238641793,0.3649853649503598,-0.0514494238923096,-0.04587277439846207,3
-0.3191530084297254,1.0040787423623165,-0.6260300221888122,2.1399332299131166,0.6739930161997916,0.8812929942071389,0.27948021089978947,0.8515290447630696,-0.7228994895299506,3.577211705113569,3
-0.3435449696873075,0.9443837846639039,-0.621927751048872,2.286794729650514,0.7674246679163697,0.9357819526926271,0.3004335806599296,0.7648182899449626,-0.6913374452340411,3.3524887437261137,3
-0.43794744569947686,0.8214824011671729,-0.6514982888492744,1.8966938709730536,0.6348120009638072,0.7277332021116729,0.19301440657313432,0.6540212143440488,-0.7250612733858349,2.9901802957749104,3
0.14615623723972454,3.655237157791805,-0.39801211799380126,3.0899435563394024,2.016696269094486,2.2484704980248384,1.6998004016029722,1.5933877248735377,-0.29183978866663585,4.994342216720174,3
0.19363677251211733,2.8721797715126325,-0.42843729561502464,2.305152417117688,1.930799428000213,1.753116329974947,1.2714498678988375,1.9450480083025259,-0.21271849954127287,5.118169154627546,3
2.0546875570123784,2.2190467049300024,2.7157826051849954,2.3189206827180695,0.5152596724232398,1.4559038291450126,-0.003522897126409648,0.5913967803087495,-0.8997334089412805,0.33019422220911576,3
2.2967451878128124,2.4508035995238386,3.091824126346183,2.773273447530641,0.7845035719935938,2.169213831136856,0.11662743833363554,0.9382397995811761,-0.8521741641118277,1.6418425274501802,3
2.7063811783981624,3.0407302403081484,3.570422426005876,3.278109852877942,1.0045200421648903,2.3822161233983086,0.3182041600767575,0.9719606486771066,-0.7216024192164203,1.9399444150049674,3
